viewer_id,movie_id,watch_date,minutes_watched,completed,device
V000726,M0028,2024-07-28,51,False,Mobile
V002726,M0041,2024-09-22,60,False,TV
V000632,M0007,2025-01-12,67,False,Web
V002148,M0048,2025-07-19,64,False,Mobile
V004532,M0014,2025-09-23,84,False,TV
V003954,M0027,2024-11-13,66,False,Mobile
V002570,M0022,2024-07-26,90,False,Web
V001534,M0033,2025-09-26,85,False,Mobile
V004327,M0017,2024-11-28,67,False,Tablet
V004841,M0052,2024-08-24,56,False,Web
V004348,M0032,2024-12-28,147,True,Tablet
V000841,M0006,2025-08-15,46,False,Web
V004870,M0004,2025-04-28,33,False,Tablet
V000109,M0031,2025-02-01,100,False,Tablet
V004057,M0011,2025-03-31,92,False,TV
V003632,M0004,2025-04-13,36,False,Web
V004407,M0059,2025-07-04,91,False,Mobile
V002331,M0011,2024-08-12,121,True,TV
V001166,M0031,2025-08-02,119,False,TV
V001253,M0033,2025-06-17,63,False,Tablet
V000741,M0017,2025-10-02,112,False,Web
V004762,M0042,2024-07-14,82,False,Web
V004116,M0035,2025-03-21,82,False,Web
V003796,M0011,2025-02-23,70,False,TV
V001208,M0019,2025-05-12,41,False,Web
V004607,M0008,2025-06-06,138,True,Mobile
V000340,M0017,2024-11-18,105,False,Tablet
V000197,M0022,2025-07-20,142,False,Mobile
V000254,M0044,2024-12-22,86,False,Web
V003022,M0057,2024-09-22,109,False,TV
V000039,M0025,2024-11-23,90,False,Tablet
V002292,M0031,2025-02-04,86,False,TV
V000346,M0038,2024-12-30,61,False,Tablet
V004401,M0030,2025-09-03,57,False,TV
V003640,M0014,2024-09-05,122,False,Mobile
V000493,M0018,2025-09-30,36,False,Tablet
V000327,M0029,2024-09-25,50,False,Web
V002315,M0038,2024-10-05,94,False,TV
V004614,M0044,2025-02-05,105,False,Web
V004802,M0029,2025-10-04,87,False,Tablet
V000112,M0034,2025-01-08,36,False,TV
V000927,M0008,2024-07-18,131,False,Web
V003732,M0054,2025-06-03,53,False,Tablet
V003126,M0007,2025-10-13,52,False,Mobile
V004901,M0004,2025-08-31,20,False,Mobile
V004779,M0010,2024-09-22,50,False,TV
V004758,M0055,2025-10-03,75,True,Web
V002663,M0057,2025-02-16,45,False,Mobile
V001959,M0011,2025-03-09,74,False,Mobile
V001659,M0052,2025-07-15,89,False,Mobile
V003557,M0059,2024-11-06,51,False,Mobile
V001770,M0045,2025-11-30,109,False,Mobile
V004953,M0009,2024-12-02,89,False,TV
V001237,M0015,2025-11-15,141,True,Mobile
V002585,M0020,2024-11-25,65,False,Tablet
V003673,M0012,2025-04-24,78,False,Tablet
V003565,M0054,2025-01-07,26,False,Web
V002666,M0007,2025-11-28,78,False,Mobile
V000885,M0054,2025-04-08,50,False,Tablet
V000681,M0037,2025-01-27,141,True,Tablet
V003943,M0036,2025-02-18,87,False,Web
V000516,M0029,2025-04-16,104,True,Web
V001726,M0008,2025-07-05,74,False,Tablet
V001337,M0046,2025-11-16,107,True,Web
V003880,M0005,2025-02-21,58,False,Tablet
V003913,M0033,2024-11-25,91,True,Web
V003785,M0055,2024-12-28,47,False,Tablet
V002184,M0017,2024-07-02,121,False,Web
V002125,M0027,2025-01-12,63,False,TV
V000348,M0042,2025-01-14,88,False,TV
V000150,M0051,2025-09-30,61,False,Web
V000601,M0029,2025-10-13,90,False,Web
V004525,M0008,2024-10-18,106,False,TV
V004642,M0036,2025-02-15,122,True,Mobile
V003517,M0018,2024-11-07,75,False,Web
V000642,M0060,2025-11-30,145,True,Mobile
V002848,M0059,2025-11-19,75,False,Web
V003247,M0060,2024-08-16,110,False,Web
V003621,M0035,2025-03-13,80,False,TV
V001013,M0032,2025-04-25,122,False,TV
V001330,M0003,2025-07-29,79,False,Web
V004213,M0058,2024-09-05,83,True,TV
V001747,M0049,2024-10-22,74,False,Tablet
V002809,M0046,2025-03-31,68,False,Web
V004622,M0035,2024-07-18,68,False,Mobile
V004616,M0060,2025-08-10,67,False,TV
V003560,M0040,2025-03-05,90,False,Web
V004613,M0058,2024-09-10,49,False,Mobile
V000704,M0016,2024-10-29,49,False,Web
V001212,M0003,2025-11-30,81,False,Mobile
V003748,M0002,2025-10-30,127,True,Tablet
V003048,M0052,2024-08-27,114,True,Tablet
V001373,M0037,2024-09-20,137,True,TV
V001167,M0036,2024-10-12,65,False,TV
V001308,M0051,2024-08-21,79,False,Web
V003013,M0057,2025-10-15,70,False,TV
V004608,M0043,2025-05-19,91,True,Mobile
V002224,M0015,2025-02-04,126,True,Tablet
V004834,M0046,2025-02-08,51,False,Web
V002154,M0030,2024-08-24,83,False,Mobile
V003800,M0052,2025-06-29,70,False,TV
V000462,M0034,2024-06-23,77,True,TV
V004469,M0016,2024-06-29,42,False,Web
V002949,M0042,2024-07-06,148,True,Tablet
V002560,M0013,2025-09-16,39,False,Mobile
V003227,M0048,2024-07-27,48,False,Mobile
V004987,M0006,2024-08-15,91,False,Tablet
V004365,M0029,2025-03-08,95,False,Mobile
V004370,M0036,2025-03-07,80,False,Tablet
V001050,M0036,2025-03-26,102,False,Web
V003678,M0019,2025-02-23,86,True,Tablet
V000112,M0055,2025-11-20,77,True,Web
V003562,M0035,2025-11-27,129,True,Tablet
V000062,M0020,2024-09-26,74,False,Mobile
V000242,M0056,2024-12-23,128,False,Web
V001932,M0035,2024-09-25,74,False,Mobile
V002878,M0048,2024-06-21,52,False,TV
V001328,M0057,2025-01-31,56,False,TV
V001197,M0010,2025-11-12,56,False,Mobile
V001607,M0026,2024-12-17,64,False,Tablet
V004412,M0027,2024-08-05,67,False,Web
V003747,M0060,2025-07-08,105,False,TV
V000331,M0031,2025-02-25,119,False,Web
V003612,M0052,2025-09-18,102,False,TV
V003950,M0058,2025-04-28,48,False,Web
V004998,M0051,2025-03-17,46,False,Mobile
V002410,M0055,2025-10-25,62,False,Tablet
V004989,M0043,2025-08-02,97,True,Web
V000190,M0018,2025-11-16,38,False,Tablet
V002947,M0005,2025-09-25,73,False,TV
V003136,M0059,2024-07-22,108,True,Web
V001695,M0001,2024-12-30,120,True,Web
V004968,M0048,2025-04-18,74,False,Web
V003130,M0014,2025-11-30,70,False,TV
V000430,M0029,2024-09-12,49,False,Tablet
V000106,M0008,2025-01-21,90,False,TV
V003675,M0029,2024-09-30,68,False,TV
V000672,M0012,2025-09-07,119,True,Web
V001667,M0059,2025-10-13,99,False,Web
V002488,M0054,2024-09-25,78,False,Mobile
V003975,M0036,2024-08-10,80,False,Mobile
V000812,M0022,2025-06-24,103,False,Tablet
V003452,M0048,2025-02-26,81,True,TV
V001555,M0029,2025-03-30,77,False,Web
V002694,M0043,2024-12-14,77,False,Tablet
V003733,M0027,2025-03-20,59,False,TV
V003830,M0050,2025-07-14,59,False,Web
V004473,M0044,2024-10-10,130,False,Web
V003943,M0038,2024-12-17,82,False,Tablet
V000978,M0056,2025-05-12,84,False,TV
V003361,M0045,2024-09-19,123,False,Mobile
V002057,M0010,2024-08-13,49,False,Web
V001245,M0005,2025-09-11,78,False,Tablet
V004641,M0005,2024-11-26,94,True,Tablet
V004454,M0007,2025-11-26,77,False,Tablet
V004904,M0024,2025-09-16,75,False,Web
V003821,M0016,2025-05-05,52,False,TV
V002373,M0044,2024-11-16,75,False,Mobile
V000211,M0049,2024-08-25,86,True,Mobile
V000575,M0054,2024-10-03,92,False,TV
V001797,M0006,2025-09-06,34,False,TV
V000293,M0058,2025-10-23,43,False,TV
V001052,M0043,2025-01-23,58,False,Tablet
V000980,M0002,2025-07-18,133,True,Mobile
V002652,M0053,2025-07-13,114,False,Mobile
V004505,M0007,2024-10-03,58,False,TV
V002445,M0052,2024-08-01,104,False,Web
V003725,M0016,2025-09-18,67,False,TV
V001124,M0021,2025-09-18,97,True,Web
V001867,M0033,2025-04-04,95,True,Tablet
V003776,M0051,2025-11-22,75,False,TV
V004737,M0040,2025-03-26,115,False,Web
V003558,M0011,2025-05-16,64,False,TV
V004231,M0006,2025-05-26,58,False,Tablet
V002971,M0002,2025-04-27,139,True,Tablet
V002126,M0045,2024-08-18,97,False,Tablet
V003221,M0054,2024-11-15,79,False,TV
V004654,M0037,2024-09-01,116,False,Mobile
V001217,M0037,2024-10-17,102,False,Web
V000367,M0033,2025-07-08,75,False,Mobile
V003418,M0014,2024-12-02,138,True,Mobile
V001311,M0002,2025-09-23,133,True,Tablet
V003936,M0011,2025-03-22,98,False,Web
V001013,M0022,2025-08-20,139,False,Tablet
V004351,M0036,2024-12-17,110,False,Tablet
V000852,M0004,2025-06-09,17,False,Mobile
V003565,M0001,2025-04-13,83,False,TV
V004418,M0014,2024-12-04,89,False,Mobile
V002634,M0014,2024-07-08,75,False,Mobile
V003899,M0005,2025-05-18,59,False,Web
V003976,M0053,2025-05-01,93,False,Mobile
V004842,M0011,2024-08-15,98,False,Mobile
V000299,M0011,2024-07-25,64,False,Tablet
V000022,M0013,2025-02-07,59,False,TV
V000089,M0040,2025-03-06,120,False,Mobile
V004641,M0056,2025-04-02,141,True,Tablet
V004346,M0037,2024-10-15,66,False,Mobile
V003551,M0008,2024-10-27,89,False,Mobile
V002229,M0020,2025-03-23,54,False,Web
V001662,M0049,2025-04-20,42,False,Mobile
V002972,M0029,2024-10-24,84,False,Tablet
V003941,M0035,2025-10-25,101,False,Web
V003314,M0042,2025-04-12,60,False,Mobile
V002497,M0014,2024-11-05,93,False,TV
V001841,M0039,2025-08-31,62,False,Web
V000775,M0058,2025-10-27,44,False,Mobile
V003438,M0056,2024-07-20,71,False,Tablet
V001611,M0057,2025-09-10,90,False,Mobile
V000137,M0039,2024-08-29,53,False,Mobile
V002715,M0060,2024-06-21,123,False,TV
V002975,M0036,2025-10-03,78,False,Web
V003971,M0056,2025-08-15,108,False,Mobile
V004247,M0022,2025-09-20,95,False,Mobile
V000739,M0041,2025-10-23,107,False,TV
V002183,M0044,2024-06-08,65,False,TV
V001020,M0033,2025-01-29,70,False,TV
V003870,M0018,2025-05-22,30,False,Web
V003012,M0039,2024-06-22,68,False,Mobile
V004294,M0014,2024-08-25,116,False,Tablet
V000743,M0028,2025-03-24,57,False,Web
V004757,M0045,2025-09-21,86,False,TV
V003878,M0045,2025-02-07,69,False,Tablet
V003668,M0053,2024-07-06,84,False,Mobile
V002517,M0060,2024-09-16,106,False,Web
V003096,M0018,2025-04-03,24,False,Web
V003126,M0047,2024-08-27,118,False,TV
V001650,M0023,2025-10-01,85,False,Tablet
V002611,M0027,2024-11-12,69,False,Tablet
V003964,M0009,2024-08-28,81,False,Tablet
V001053,M0008,2024-07-06,98,False,Mobile
V001588,M0044,2025-09-24,90,False,Tablet
V002987,M0033,2025-04-01,56,False,Tablet
V002751,M0011,2025-01-17,52,False,TV
V004600,M0040,2024-06-08,77,False,Mobile
V003741,M0056,2025-11-18,94,False,Mobile
V003511,M0052,2025-01-21,65,False,Mobile
V004082,M0007,2024-12-18,48,False,Tablet
V003702,M0014,2025-02-27,104,False,TV
V000636,M0030,2025-05-26,87,False,Web
V002521,M0054,2025-08-06,40,False,Mobile
V000067,M0044,2024-07-21,102,False,TV
V001784,M0016,2024-09-05,51,False,TV
V003938,M0046,2025-10-23,113,True,Mobile
V002035,M0028,2025-04-10,48,False,Mobile
V000920,M0012,2024-09-30,58,False,TV
V002519,M0021,2024-11-12,51,False,Tablet
V004907,M0035,2024-09-19,69,False,Tablet
V000655,M0031,2025-06-12,120,False,TV
V003956,M0011,2025-09-21,96,False,TV
V000140,M0005,2025-10-05,71,False,TV
V000180,M0055,2025-02-16,62,False,Tablet
V001131,M0002,2025-09-24,126,True,Web
V002992,M0047,2025-03-22,110,False,Web
V000430,M0028,2025-11-23,42,False,Tablet
V001319,M0039,2025-11-11,77,False,TV
V000178,M0028,2024-09-18,103,True,Mobile
V000864,M0036,2025-04-24,63,False,Web
V003575,M0002,2025-04-28,135,True,Mobile
V002692,M0024,2024-11-26,73,False,Mobile
V001901,M0056,2025-01-12,124,False,Mobile
V000204,M0009,2025-01-09,46,False,Web
V000314,M0044,2024-06-12,68,False,Web
V002937,M0014,2024-10-04,83,False,Tablet
V004210,M0049,2025-10-04,76,False,Tablet
V004156,M0039,2025-07-07,84,True,Web
V001205,M0019,2025-07-14,75,False,TV
V002595,M0026,2025-05-05,62,False,TV
V002772,M0046,2024-12-21,102,False,Mobile
V002001,M0032,2025-02-16,110,False,Mobile
V003887,M0046,2025-05-31,84,False,Web
V003137,M0001,2025-06-17,66,False,Tablet
V001478,M0049,2024-11-26,60,False,Web
V000926,M0006,2025-05-10,67,False,Tablet
V001850,M0059,2025-06-20,50,False,TV
V003473,M0024,2025-11-10,52,False,Tablet
V002661,M0023,2024-09-11,113,False,Web
V003250,M0024,2025-09-28,45,False,Mobile
V004641,M0035,2025-10-03,78,False,Tablet
V004599,M0021,2025-09-24,67,False,Tablet
V003185,M0045,2025-01-02,97,False,TV
V001894,M0059,2025-01-18,93,False,Mobile
V001616,M0024,2025-01-22,71,False,Web
V001612,M0031,2025-05-22,120,False,Web
V001106,M0028,2025-01-11,38,False,Mobile
V002457,M0048,2025-05-25,57,False,Web
V004157,M0048,2025-11-21,37,False,Tablet
V000719,M0040,2024-09-03,124,True,Tablet
V002133,M0054,2025-04-01,55,False,Web
V004820,M0006,2024-11-26,70,False,Mobile
V000632,M0045,2024-11-21,112,False,TV
V003181,M0011,2025-05-29,82,False,Tablet
V002704,M0043,2025-06-05,69,False,Tablet
V004510,M0018,2024-06-19,57,False,TV
V004859,M0050,2025-05-11,103,True,TV
V004411,M0054,2024-12-19,70,False,Web
V001583,M0029,2025-03-19,48,False,TV
V000898,M0044,2024-12-02,136,True,Tablet
V004836,M0035,2025-09-08,88,False,Mobile
V002407,M0060,2024-10-17,130,False,Tablet
V003474,M0046,2024-12-27,58,False,TV
V004456,M0050,2025-06-06,67,False,Mobile
V000561,M0050,2024-12-21,83,False,Mobile
V000799,M0059,2025-06-16,88,False,Mobile
V003861,M0029,2024-11-04,102,True,Web
V002321,M0032,2025-11-25,127,False,TV
V001284,M0035,2025-03-29,97,False,TV
V003798,M0029,2024-08-03,80,False,Web
V003410,M0035,2024-09-13,80,False,Web
V003836,M0011,2024-11-04,53,False,TV
V004342,M0004,2025-10-11,28,False,Tablet
V000972,M0028,2024-09-18,80,False,Tablet
V003339,M0043,2025-07-08,87,False,Tablet
V004541,M0047,2025-05-25,128,False,Web
V001491,M0037,2024-07-08,129,False,TV
V002109,M0015,2025-01-15,89,False,Tablet
V001304,M0047,2024-08-25,117,False,Tablet
V003693,M0002,2025-10-10,125,True,Web
V004691,M0017,2025-07-18,72,False,Tablet
V001595,M0022,2025-03-29,133,False,Tablet
V002245,M0006,2024-12-03,134,False,TV
V001681,M0010,2025-05-29,75,True,Mobile
V003073,M0027,2024-06-20,66,False,Mobile
V000127,M0039,2024-08-29,71,False,Tablet
V001720,M0024,2024-08-15,42,False,Web
V001627,M0041,2025-11-25,141,True,Tablet
V000584,M0043,2025-08-18,65,False,Tablet
V004325,M0018,2025-05-26,42,False,Web
V004486,M0032,2025-01-27,70,False,Web
V001183,M0051,2024-08-23,101,True,Web
V002182,M0059,2024-07-22,55,False,Tablet
V002160,M0029,2025-10-16,86,False,Tablet
V002157,M0029,2025-09-20,57,False,Web
V002881,M0031,2025-06-19,99,False,Web
V001397,M0016,2024-08-03,65,False,TV
V002108,M0056,2024-06-16,121,False,TV
V001895,M0039,2025-02-26,89,True,Web
V000396,M0041,2024-07-10,128,True,Mobile
V003283,M0018,2025-07-28,31,False,Mobile
V002513,M0022,2024-10-12,120,False,Mobile
V003853,M0022,2024-11-15,158,True,TV
V003768,M0010,2025-06-04,44,False,Mobile
V003435,M0037,2024-12-15,81,False,Web
V001035,M0055,2024-10-24,74,True,Tablet
V004040,M0021,2025-02-24,47,False,TV
V003616,M0019,2025-03-03,67,False,Mobile
V002299,M0009,2024-06-09,46,False,TV
V004976,M0053,2025-10-24,84,False,TV
V001040,M0046,2025-02-19,92,False,TV
V001941,M0048,2024-07-30,67,False,TV
V004159,M0025,2024-11-17,72,False,Mobile
V003704,M0056,2024-10-29,76,False,Tablet
V003277,M0014,2024-09-05,130,False,TV
V003314,M0042,2024-11-12,127,False,Mobile
V003232,M0002,2025-05-04,134,True,Mobile
V000217,M0025,2025-02-24,85,False,Tablet
V001158,M0019,2025-10-04,62,False,Web
V001354,M0021,2025-09-08,73,False,Web
V003697,M0015,2025-09-12,100,False,Web
V004511,M0041,2025-06-06,95,False,Mobile
V001053,M0043,2024-08-08,47,False,Mobile
V001571,M0006,2025-03-10,40,False,Mobile
V002658,M0048,2025-11-29,39,False,TV
V003427,M0042,2024-06-26,92,False,TV
V000082,M0037,2024-10-21,96,False,Mobile
V004385,M0022,2025-06-15,147,True,Tablet
V003148,M0040,2025-03-23,122,True,Mobile
V004343,M0018,2025-03-07,19,False,Tablet
V003294,M0032,2025-03-15,133,False,Tablet
V002867,M0030,2025-02-08,64,False,Mobile
V004821,M0006,2024-11-05,120,False,Tablet
V002597,M0030,2025-03-19,80,False,Web
V000932,M0038,2024-06-16,90,False,TV
V002597,M0020,2025-11-02,82,False,Tablet
V000490,M0031,2024-08-02,143,True,Mobile
V000475,M0059,2024-09-26,108,True,Tablet
V001517,M0029,2025-06-18,90,False,Mobile
V004339,M0007,2024-08-31,77,False,Mobile
V000227,M0027,2025-08-09,112,True,TV
V000194,M0057,2025-01-23,36,False,Web
V001506,M0035,2024-11-13,56,False,TV
V004947,M0013,2025-07-01,59,False,Tablet
V002957,M0022,2025-10-10,77,False,Tablet
V003780,M0052,2024-08-01,62,False,TV
V001688,M0051,2024-06-30,50,False,TV
V000426,M0006,2025-09-04,79,False,TV
V002993,M0014,2025-04-09,103,False,Web
V004112,M0026,2025-07-11,54,False,Tablet
V001778,M0057,2024-11-02,67,False,TV
V001030,M0005,2025-11-14,75,False,Web
V001279,M0060,2025-05-05,75,False,Web
V000563,M0029,2024-08-16,76,False,Mobile
V002001,M0020,2025-01-10,69,False,Tablet
V004972,M0004,2024-10-21,52,False,TV
V004427,M0001,2025-11-09,92,False,Tablet
V004495,M0043,2025-09-02,90,True,TV
V004945,M0045,2024-07-07,133,True,Web
V002330,M0034,2024-07-19,78,True,Mobile
V004056,M0046,2024-06-28,52,False,TV
V003016,M0060,2025-09-11,144,True,Mobile
V000352,M0019,2024-12-28,44,False,Web
V004463,M0021,2025-07-01,69,False,Tablet
V003439,M0025,2025-02-09,139,False,Web
V003948,M0059,2025-06-12,55,False,Mobile
V003782,M0036,2025-11-13,92,False,Tablet
V004166,M0007,2024-12-18,52,False,Mobile
V004010,M0010,2024-09-03,60,False,TV
V001165,M0036,2025-05-24,117,True,Mobile
V003877,M0014,2025-07-04,144,True,TV
V003077,M0046,2025-04-28,105,True,Mobile
V000408,M0031,2024-06-11,74,False,Tablet
V001347,M0032,2025-07-17,132,False,Web
V001271,M0059,2025-10-10,113,True,Mobile
V000710,M0027,2025-08-06,98,False,Mobile
V002293,M0022,2025-02-04,132,False,Mobile
V002257,M0009,2024-11-09,54,False,Mobile
V002537,M0002,2024-07-10,126,True,Mobile
V004307,M0030,2025-03-05,55,False,Tablet
V001544,M0051,2024-07-23,71,False,Web
V001212,M0046,2025-05-04,103,False,Tablet
V004751,M0039,2024-08-04,53,False,Web
V002095,M0046,2025-10-23,93,False,TV
V004987,M0044,2024-12-30,70,False,TV
V004285,M0041,2025-01-19,66,False,TV
V000372,M0003,2024-06-27,45,False,Tablet
V004067,M0007,2024-11-05,90,True,Mobile
V000815,M0045,2024-11-25,96,False,Web
V002318,M0056,2025-04-08,142,True,TV
V003040,M0039,2025-10-27,40,False,Mobile
V003756,M0044,2024-12-11,83,False,Mobile
V003877,M0054,2024-11-28,104,True,Web
V003172,M0005,2025-08-19,56,False,Mobile
V000630,M0015,2025-04-25,125,True,Tablet
V002372,M0049,2025-11-23,79,False,Mobile
V004265,M0038,2024-08-03,126,False,Tablet
V004049,M0059,2025-08-08,97,False,Mobile
V000410,M0032,2025-02-18,121,False,Web
V001611,M0023,2024-11-05,93,False,Mobile
V001738,M0050,2025-03-06,86,False,Mobile
V000210,M0035,2024-10-06,64,False,Web
V002417,M0022,2025-09-20,76,False,Web
V001686,M0036,2024-08-26,96,False,Mobile
V000179,M0042,2024-10-11,100,False,Web
V004461,M0005,2025-11-25,74,False,Web
V001035,M0033,2024-06-12,61,False,TV
V002497,M0041,2024-09-07,68,False,Tablet
V000962,M0053,2025-11-21,82,False,Web
V000285,M0048,2024-07-14,85,True,Web
V000152,M0015,2024-10-26,120,False,TV
V001066,M0019,2024-11-12,77,False,Tablet
V000183,M0043,2025-04-08,82,False,Tablet
V002807,M0039,2024-09-08,63,False,Mobile
V004652,M0042,2025-11-14,49,False,Web
V000623,M0052,2024-11-22,71,False,TV
V001021,M0054,2025-06-26,34,False,Mobile
V001897,M0013,2025-10-10,44,False,TV
V004786,M0011,2024-12-11,64,False,Mobile
V000869,M0029,2025-03-21,54,False,Mobile
V004395,M0047,2025-08-06,120,False,Mobile
V001395,M0055,2024-11-24,76,True,Web
V001159,M0051,2025-07-11,67,False,Web
V002579,M0037,2025-02-23,81,False,TV
V003977,M0056,2025-06-12,115,False,Web
V002753,M0020,2024-07-31,54,False,Tablet
V004825,M0004,2025-11-27,30,False,TV
V003101,M0055,2025-11-17,63,False,Tablet
V003298,M0032,2025-05-22,119,False,Mobile
V003952,M0009,2025-06-05,61,False,Tablet
V001784,M0058,2025-11-11,21,False,Mobile
V002873,M0033,2024-12-03,77,False,TV
V001814,M0057,2025-04-29,43,False,TV
V003587,M0044,2024-07-09,122,False,Mobile
V003257,M0029,2025-07-07,65,False,TV
V001005,M0058,2025-07-02,29,False,TV
V001009,M0001,2024-09-12,109,True,Mobile
V003374,M0036,2024-10-06,84,False,Web
V003579,M0055,2025-03-07,65,False,Web
V003380,M0046,2025-07-20,109,True,Tablet
V004863,M0023,2025-10-08,73,False,Mobile
V004476,M0050,2024-11-23,71,False,Web
V002942,M0034,2025-11-25,36,False,Tablet
V001725,M0038,2024-08-24,90,False,Mobile
V004588,M0005,2025-08-31,69,False,TV
V001148,M0039,2024-10-03,53,False,Web
V002424,M0056,2025-11-29,83,False,Mobile
V002846,M0009,2024-10-21,58,False,Tablet
V002327,M0047,2025-06-20,73,False,Tablet
V004735,M0023,2025-09-07,63,False,Tablet
V000706,M0038,2025-01-26,70,False,Mobile
V002220,M0040,2024-07-14,132,True,Tablet
V002285,M0017,2025-08-30,138,True,Tablet
V003750,M0033,2024-12-14,66,False,Web
V001364,M0007,2025-03-27,62,False,Web
V004052,M0012,2025-03-14,114,True,Mobile
V002446,M0051,2024-09-18,56,False,Mobile
V000054,M0023,2025-04-26,48,False,Tablet
V003294,M0014,2024-11-25,126,False,Tablet
V002843,M0020,2024-08-06,110,False,Tablet
V004359,M0036,2024-07-09,70,False,Mobile
V000888,M0013,2025-04-26,40,False,Tablet
V002989,M0037,2025-10-23,119,False,Tablet
V000966,M0026,2024-06-24,54,False,Tablet
V002764,M0012,2025-10-03,110,True,TV
V004121,M0057,2024-08-10,139,False,TV
V001250,M0003,2025-03-05,45,False,Web
V004823,M0059,2024-08-04,101,False,Mobile
V003167,M0013,2025-02-06,89,True,Mobile
V003787,M0047,2025-05-12,66,False,TV
V003117,M0013,2025-06-06,88,True,Mobile
V001933,M0051,2025-08-03,55,False,Web
V000331,M0041,2024-08-19,137,True,TV
V000838,M0027,2024-10-11,93,False,Tablet
V002621,M0021,2025-05-24,79,False,Mobile
V003915,M0009,2025-01-02,79,False,TV
V000352,M0021,2025-11-30,62,False,Mobile
V000433,M0007,2024-11-30,38,False,Tablet
V001321,M0029,2025-10-31,56,False,TV
V002861,M0032,2025-02-15,138,True,Tablet
V004041,M0031,2024-07-09,90,False,Tablet
V000080,M0049,2024-11-25,94,True,TV
V002402,M0038,2024-10-03,132,True,Mobile
V004344,M0056,2024-12-07,135,False,TV
V001206,M0011,2024-07-06,106,False,TV
V003233,M0034,2025-07-12,27,False,TV
V002216,M0028,2025-10-18,45,False,Tablet
V003193,M0004,2024-10-10,67,False,Web
V002143,M0058,2025-04-17,26,False,TV
V000943,M0030,2024-12-04,75,False,TV
V003952,M0014,2024-08-20,110,False,Mobile
V002906,M0017,2024-10-17,90,False,Web
V002263,M0022,2025-10-31,112,False,Web
V004874,M0033,2024-06-28,43,False,Web
V002642,M0059,2025-10-01,87,False,Mobile
V004233,M0043,2025-06-27,94,True,Tablet
V000757,M0018,2025-05-17,43,False,Tablet
V001426,M0019,2025-09-05,52,False,Mobile
V000835,M0044,2025-03-10,113,False,Mobile
V000113,M0029,2025-09-25,86,False,Tablet
V003900,M0046,2024-07-25,77,False,Mobile
V003482,M0049,2024-09-19,76,False,Tablet
V004899,M0007,2024-10-27,48,False,Mobile
V000688,M0010,2025-10-03,34,False,Web
V003542,M0038,2025-02-06,57,False,Web
V004925,M0028,2024-11-05,59,False,Mobile
V003378,M0028,2024-10-11,72,False,Mobile
V000423,M0052,2024-10-03,96,False,Mobile
V002985,M0057,2024-06-28,138,False,TV
V000020,M0031,2025-05-29,73,False,Tablet
V004470,M0024,2025-11-15,71,False,Web
V000388,M0039,2025-04-03,93,True,TV
V003915,M0029,2024-09-23,92,False,TV
V001493,M0030,2024-08-07,69,False,Tablet
V003751,M0015,2024-10-31,99,False,TV
V002250,M0028,2025-09-08,48,False,Tablet
V000551,M0003,2025-04-13,82,False,TV
V002926,M0040,2024-10-04,108,False,TV
V001864,M0022,2025-08-06,160,True,Mobile
V001136,M0035,2025-01-02,83,False,TV
V002352,M0023,2024-10-03,135,False,Web
V004665,M0025,2025-07-27,131,False,Web
V002302,M0032,2024-10-31,101,False,Mobile
V003861,M0017,2025-10-03,82,False,TV
V002812,M0014,2025-08-17,79,False,TV
V000756,M0033,2025-09-06,41,False,Web
V000510,M0027,2025-03-02,102,False,Mobile
V003700,M0057,2025-10-03,83,False,TV
V003668,M0006,2024-12-31,110,False,Web
V002063,M0055,2024-10-18,47,False,Tablet
V001362,M0059,2024-07-30,104,True,TV
V002028,M0032,2024-08-27,121,False,TV
V001809,M0036,2025-09-21,112,False,Mobile
V000323,M0036,2025-06-22,89,False,Mobile
V004229,M0057,2025-09-12,65,False,TV
V001477,M0012,2024-12-26,85,False,Mobile
V003045,M0014,2025-09-14,119,False,Tablet
V003040,M0016,2024-11-20,41,False,Mobile
V004258,M0047,2025-07-23,95,False,Mobile
V000914,M0058,2024-08-15,54,False,Web
V001267,M0009,2024-10-02,90,False,Tablet
V001324,M0034,2024-10-16,38,False,Tablet
V003276,M0037,2024-10-02,144,True,TV
V000838,M0007,2025-05-27,88,True,Mobile
V001769,M0050,2025-03-09,53,False,Mobile
V001520,M0045,2025-02-11,103,False,Tablet
V002075,M0044,2025-03-03,103,False,Mobile
V002141,M0042,2024-09-28,110,False,Web
V002750,M0015,2024-10-08,75,False,Mobile
V001100,M0036,2025-05-20,97,False,Mobile
V000716,M0001,2025-05-25,118,True,Tablet
V003506,M0010,2025-10-02,49,False,Mobile
V002561,M0011,2025-05-08,120,True,Mobile
V002447,M0025,2025-01-03,142,True,Mobile
V003344,M0002,2024-08-23,125,True,Tablet
V003701,M0007,2025-09-15,49,False,Web
V001159,M0035,2024-08-18,78,False,TV
V004072,M0034,2024-08-09,39,False,Web
V001216,M0006,2024-08-15,147,True,Mobile
V001397,M0043,2024-06-23,43,False,Web
V004411,M0058,2025-02-28,21,False,TV
V003245,M0044,2024-08-13,91,False,Web
V004461,M0011,2024-09-19,88,False,Web
V002388,M0044,2024-12-04,90,False,Web
V002329,M0038,2024-09-04,61,False,Web
V000765,M0056,2024-08-18,110,False,Web
V002285,M0041,2024-06-21,116,False,Tablet
V002373,M0058,2025-03-01,41,False,Mobile
V002049,M0010,2025-05-10,49,False,TV
